279.691009521484,280.010009765625,279.414001464844
279.824005126953,280.360992431641,279.822998046875
279.882995605469,280.484985351562,280.049987792969
280.037994384766,280.7080078125,280.322998046875
280.127014160156,280.632995605469,280.035003662109
280.497009277344,281.039001464844,280.606994628906
280.869995117188,281.403991699219,280.954986572266
280.997009277344,281.486999511719,281.037994384766
281.363006591797,281.933990478516,281.39599609375
281.424987792969,282.259002685547,281.648010253906
281.658996582031,282.460998535156,281.928985595703
281.591003417969,282.394989013672,281.986999511719
281.368988037109,282.441009521484,282.040008544922
281.082000732422,282.52099609375,282.347991943359
280.082000732422,282.290985107422,282.359008789062
278.776000976562,282.200012207031,282.169006347656
277.696014404297,281.075988769531,281.502990722656
277.290008544922,280.384002685547,281.385009765625
276.872985839844,279.605987548828,280.768005371094
276.087005615234,279.230987548828,280.226989746094
276.140991210938,278.839996337891,279.834014892578
